SabioReactionID,Reaction,ECNumber
4009,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C23(CCC1([H])(C4([H])(CCC(=O)C4(C)(CCC1([H])C3(C)(CCC(O)C2)))))>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].[H]C23(CCC1([H])(C4([H])(CCC(=O)C4(C)(CCC1([H])C3(C)(CCC(=O)C2))))),1.1.1.209
4009,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C23(CCC1([H])(C4([H])(CCC(=O)C4(C)(CCC1([H])C3(C)(CCC(O)C2)))))>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].[H]C23(CCC1([H])(C4([H])(CCC(=O)C4(C)(CCC1([H])C3(C)(CCC(=O)C2))))),1.1.1.184
4038,O=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C2(O)(C(O)CC(O)(CC2(Oc1ccc(C=CC(O)=O)cc1))C(O)=O).[H]>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C2(O)(C(O)CC(O)(CC2(OC(=O)C=Cc1ccc(O)c(O)c1))C(O)=O).[H]O[H],1.14
4061,OC(=O)C1CCCC(=N1)C(O)=O.[H]O[H].CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O>>CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS.OC(=O)CCC(=O)NC(CCCC(=O)C(O)=O)C(O)=O,2.3.1.117
4065,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).CC(N)C(O)=O.CC(N)C(=O)OP(O)(=O)OCC(O)COP(O)(=O)OCC(O)CO>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OP(O)(O)=O.CC(N)C(=O)NC(C)C(=O)OP(O)(=O)OCC(O)COP(O)(=O)OCC(O)CO,6.3.2.16
4067,OC(=O)CCC(C(O)=O)C(O)C(O)=O>>[H]O[H].OC(=O)CCC(=CC(O)=O)C(O)=O,4.2.1.36
4070,OC(=O)C1NCCC1(O)>>OC(=O)C=1CCCN=1.[H]O[H],4.2.1.77
4072,O=O.OC(=O)CCc1cccc(O)c1(O)>>OC(=O)CCC(=O)C=CC=C(O)C(O)=O,1.13.11.16
4080,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[*]NC(=O)C(CCCCNC(=O)CCCCC1C2NC(=O)NC2(CS1))NC([*])=O.OC(=O)[O-]>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OP(O)(O)=O.[*]NC(=O)C(CCCCNC(=O)CCCCC1C2NC(=O)N(C(=O)[O-])C2(CS1))NC([*])=O,6.3.4.14
4080,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[*]NC(=O)C(CCCCNC(=O)CCCCC1C2NC(=O)NC2(CS1))NC([*])=O.OC(=O)[O-]>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OP(O)(O)=O.[*]NC(=O)C(CCCCNC(=O)CCCCC1C2NC(=O)N(C(=O)[O-])C2(CS1))NC([*])=O,6.4.1.1
4081,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23.[*]NC(=O)C(CCCCNC(=O)CCCCC1C2NC(=O)N(C(=O)[O-])C2(CS1))NC([*])=O>>[*]NC(=O)C(CCCCNC(=O)CCCCC1C2NC(=O)NC2(CS1))NC([*])=O.CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)=O,2.1.3.15
4092,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C24(Cc5ccc(OC)c(OC)c5(CN4(CCc1cc3OCOc3(cc12)))).[H]O[H]>>O=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C23(Cc4ccc(OC)c(OC)c4(CN3(CCc1cc(OC)c(O)cc12))).[H],1.14.19.68
4095,[*]C(=O)OCC(COP(O)(=O)OC1C(O)C(O)C(OP(O)(O)=O)C(OP(O)(O)=O)C1(O))OC([*])=O.[H]O[H]>>OP(O)(O)=O.[*]C(=O)OCC(COP(O)(=O)OC1C(O)C(O)C(OP(O)(O)=O)C(O)C1(O))OC([*])=O,3.1.3.36
4095,[*]C(=O)OCC(COP(O)(=O)OC1C(O)C(O)C(OP(O)(O)=O)C(OP(O)(O)=O)C1(O))OC([*])=O.[H]O[H]>>OP(O)(O)=O.[*]C(=O)OCC(COP(O)(=O)OC1C(O)C(O)C(OP(O)(O)=O)C(O)C1(O))OC([*])=O,3.1.3.25
4105,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.O=CC(=CC=C(O)C(O)=O)CC(O)=O.[H]O[H]>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].OC(=O)CC(=CC=C(O)C(O)=O)C(O)=O,1.2.1
4111,CC(C(O)=O)C(O)(CC(O)=O)C(O)=O>>CC(C(O)=O)=C(CC(O)=O)C(O)=O.[H]O[H],4.2.1.79
4112,CC(O)(C(O)=O)C(CC(O)=O)C(O)=O>>CC(C(O)=O)=C(CC(O)=O)C(O)=O.[H]O[H],4.2.1.99
4114,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23.[H]C(C)(CCC=C(C)C)C2([H])(CCC1([H])(C=3CCC4([H])(CC(O)CCC4(C)(C=3(CCC12(C))))))>>NC(CCSCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23)C(O)=O.[H]C(C)(CCC(=C)C(C)C)C2([H])(CCC1([H])(C=3CCC4([H])(CC(O)CCC4(C)(C=3(CCC12(C)))))),2.1.1.41
4116,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[*]SC(=O)CCC>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[*]SC(=O)C=CC.[H],1.3.1.9
4117,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[*]SC(=O)CCC>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[*]SC(=O)C=CC,1.3.1.9
4117,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[*]SC(=O)CCC>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[*]SC(=O)C=CC,1.3.1.39
4121,OP(O)(O)=O.CC(=O)NC1C(O)CC(O)(OC1(C(O)C(O)COP(O)(O)=O))C(O)=O>>C=C(OP(O)(O)=O)C(O)=O.CC(=O)NC1C(O)OC(COP(O)(O)=O)C(O)C1(O).[H]O[H],2.5.1.57
4125,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC(C)(O)C(O)C(O)=O>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC(=O)C(C)(O)C(O)=O.[H],1.1.1.383
4125,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC(C)(O)C(O)C(O)=O>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC(=O)C(C)(O)C(O)=O.[H],1.1.1.86
4137,[H]O[H].[*]OCC(COP(O)(=O)OCC[N+](C)(C)C)OC(C)=O>>CC(O)=O.[*]OCC(O)COP(O)(=O)OCC[N+](C)(C)C,3.1.1.47
4147,CC(OP(=O)(O)OCC(O)C(O)C(O)CN2c3cc(O)ccc3(CC=1C(=O)NC(=O)NC=12))C(=O)NC(CCC(=O)NC(CCC(O)=O)C(O)=O)C(=O)O.[H]C25(C(C)NC=1N=C(N)NC(=O)C=1N5(CN(C2(C))c3ccc(cc3)CC(O)C(O)C(O)COC4OC(COP(O)(=O)OC(CCC(O)=O)C(O)=O)C(O)C4(O)))>>CC(OP(=O)(O)OCC(O)C(O)C(O)CN2c3cc(O)ccc3(C=C1C(=O)NC(=O)N=C12))C(=O)NC(CCC(=O)NC(CCC(O)=O)C(O)=O)C(=O)O.[H]C4(C(C)Nc1ccc(cc1)CC(O)C(O)C(O)COC2OC(COP(O)(=O)OC(CCC(O)=O)C(O)=O)C(O)C2(O))(C(C)NC=3N=C(N)NC(=O)C=3N4(C)),1.5.98.2
4165,[H]C(C)(CCCC(C)C)C3([H])(CCC2([H])(C4=CCC1([H])(C(C)(CCC(O)C1(C)(C(O)=O))C4([H])(CCC23(C))))).c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).O=C=O.[H]C(C)(CCCC(C)C)C3([H])(CCC2([H])(C4=CCC1([H])(C(C)C(=O)CCC1(C)C4([H])(CCC23(C))))).[H],1.1.1.170
4192,[H]O[H].[*]C(=O)OCC(COP(O)(=O)OC1C(O)C(OP(O)(O)=O)C(OP(O)(O)=O)C(OP(O)(O)=O)C1(O))OC([*])=O>>OP(O)(O)=O.[*]C(=O)OCC(COP(O)(=O)OC1C(O)C(O)C(OP(O)(O)=O)C(OP(O)(O)=O)C1(O))OC([*])=O,3.1.3.67
4202,Cc1ncc(C(O)=O)c(C(O)=O)c1(O).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]>>Cc1ncc(C=O)c(C(O)=O)c1(O).c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]O[H],1.1.1
4221,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[*]C(=O)OCC(COP(O)(=O)OC1C(O)C(O)C(OP(O)(O)=O)C(OP(O)(O)=O)C1(O))OC([*])=O>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[*]C(=O)OCC(COP(O)(=O)OC1C(O)C(OP(O)(O)=O)C(OP(O)(O)=O)C(OP(O)(O)=O)C1(O))OC([*])=O,2.7.1.153
4244,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).CC(=O)NC1C(OC(CO)C(O)C1(OC(C)C(=O)NC(C)C(=O)NC(CCC(O)=O)C(=O)NC(CCCCN)C(O)=O))OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))N3C=CC(=O)NC3(=O).CC(N)C(=O)NC(C)C(O)=O>>CC(=O)NC1C(OC(CO)C(O)C1(OC(C)C(=O)NC(C)C(=O)NC(CCC(O)=O)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(C)C(O)=O))OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))N3C=CC(=O)NC3(=O).Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OP(O)(O)=O,6.3.2.4
4257,[H]O[H].CCCCCCCCCCCC(O)CC(=O)OC3C(O)C(CO)OC(OP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(O))N2C=CC(=O)NC2(=O))C3(NC(C)=O)>>CC(O)=O.CCCCCCCCCCCC(O)CC(=O)OC1C(N)C(OC(CO)C1(O))OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))N3C=CC(=O)NC3(=O),3.5.1.108
4266,[H]C2(CCc1c(C)ccc(O)c1(O))(C(=O)CCC3(C)(C(=O)CCC23([H]))).O=O>>[H]C1(CCC(=O)C(C)=CC=C(O)C(O)=O)(C(=O)CCC2(C)(C(=O)CCC12([H]))),1.13.11.25
4275,CCCCCCCCCCCC(O)CC(=O)NC1C(OC(CO)C(O)C1(OC(=O)CC(O)CCCCCCCCCCC))OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))N3C=CC(=O)NC3(=O).CCCCCCCCCCCC(O)CC(=O)NC1C(OC(CO)C(O)C1(OC(=O)CC(O)CCCCCCCCCCC))OP(O)(O)=O>>O=C1C=CN(C(=O)N1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O).CCCCCCCCCCCC(O)CC(=O)NC2C(OCC1OC(OP(O)(O)=O)C(NC(=O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C1(O))OC(CO)C(O)C2(OC(=O)CC(O)CCCCCCCCCCC),2.4.1.182
4284,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).CC(=O)NC1C(OC(CO)C(O)C1(OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)NC(CCCC(N)C(O)=O)C(O)=O)C(O)=O))OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))N3C=CC(=O)NC3(=O).CC(N)C(=O)NC(C)C(O)=O>>CC(=O)NC1C(OC(CO)C(O)C1(OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)NC(CCCC(N)C(O)=O)C(=O)NC(C)C(=O)NC(C)C(O)=O)C(O)=O))OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))N3C=CC(=O)NC3(=O).Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OP(O)(O)=O,6.3.2.10
4296,[*]C(=O)NC(COC4OC(CO)C(OC3OC(CO)C(OC1OC(CO)C(O)C(O)C1(NC(C)=O))C(OC2(CC(O)C(NC(C)=O)C([H])(O2)C(O)C(O)CO)C(O)=O)C3(O))C(O)C4(O))C(O)C=CCCCCCCCCCCCCC.[H]O[H]>>[*]C(=O)NC(COC3OC(CO)C(OC2OC(CO)C(OC1OC(CO)C(O)C(O)C1(NC(C)=O))C(O)C2(O))C(O)C3(O))C(O)C=CCCCCCCCCCCCCC.CC(=O)NC1C(O)CC(O)(OC1(C(O)C(O)CO))C(O)=O,3.2.1.18
4302,NC(=O)c2ncn(c2(N=CNC1OC(COP(O)(O)=O)C(O)C1(O)))C3OC(COP(O)(O)=O)C(O)C3(O)>>NC(=O)c1ncn(c1(N=CNCC(=O)C(O)C(O)COP(O)(O)=O))C2OC(COP(O)(O)=O)C(O)C2(O),5.3.1.16
4312,[*]C(=O)NC(COC5OC(CO)C(OC4OC(CO)C(OC2OC(CO)C(O)C(OC1OC(CO)C(O)C(O)C1(O))C2(NC(C)=O))C(OC3(CC(O)C(NC(C)=O)C([H])(O3)C(O)C(O)CO)C(O)=O)C4(O))C(O)C5(O))C(O)C=CCCCCCCCCCCCCC.CC(=O)NC1C(O)CC(O)(OC1(C(O)C(O)CO))C(O)=O>>[*]C(=O)NC(COC6OC(CO)C(OC5OC(CO)C(OC3OC(CO)C(O)C(OC2OC(CO)C(O)C(OC1(CC(O)C(NC(C)=O)C([H])(O1)C(O)C(O)CO)C(O)=O)C2(O))C3(NC(C)=O))C(OC4(CC(O)C(NC(C)=O)C([H])(O4)C(O)C(O)CO)C(O)=O)C5(O))C(O)C6(O))C(O)C=CCCCCCCCCCCCCC.[H]O[H],3.2.1.18
4356,O=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CN2CCc4cc5OCOc5(cc4(C(=O)Cc3ccc1OCOc1c3(C2))).[H]>>[H]O[H].NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CN3Cc2c(ccc1OCOc12)CC(=O)c4cc5OCOc5(cc4(CC3(O))),1.14.14.98
4371,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23.Oc1ccc(cc1(O))CC3NCCc2cc(O)c(O)cc23>>NC(CCSCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23)C(O)=O.COc2cc3CCNC(Cc1ccc(O)c(O)c1)c3(cc2(O)),2.1.1.128
4380,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[*]SC(=O)CCCCCCCCCCC>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].[*]SC(=O)C=CCCCCCCCCC,1.3.1.39
4380,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[*]SC(=O)CCCCCCCCCCC>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].[*]SC(=O)C=CCCCCCCCCC,1.3.1.9
4381,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[*]SC(=O)CCCCCCCCCCC>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[*]SC(=O)C=CCCCCCCCCC,1.3.1.39
4382,[*]OC(=O)CC(O)=O.[*]SC(=O)CCCCCCCCCCC>>O=C=O.[*]S.[*]SC(=O)CC(=O)CCCCCCCCCCC,2.3.1.41
4393,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.CCCCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23.[H],1.1.1.35
4393,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.CCCCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23.[H],1.1.1.211
4394,CCCCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23>>[H]O[H].CCCCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23,4.2.1.17
4396,CCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23>>[H]O[H].CCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23,4.2.1.17
4398,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23.CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23>>CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS.CCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23,2.3.1.16
4399,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.CCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23.[H],1.1.1.35
4399,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.CCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23.[H],1.1.1.211
4400,CCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23>>[H]O[H].CCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23,4.2.1.17
4401,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.CCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23.[H],1.1.1.35
