SabioReactionID,Reaction,ECNumber,MW_R,logP_R,TPSA_R,Rings Count_R,Aromatic Rings_R,Heavy atoms cout_R,Alifatic Rings_R,CSP3_R,BalabanJ_R,RotatableBonds_R,H-bond donor_R,H-bond acceptor_R,MW_P,logP_P,TPSA_P,Rings Count_P,Aromatic Rings_P,Heavy atoms cout_P,Alifatic Rings_P,CSP3_P,BalabanJ_P,RotatableBonds_P,H-bond donor_P,H-bond acceptor_P
14746,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H].NC(=O)CCC(N)C(O)=O>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O)).C(CC(=O)NP(=O)(O)O)[C@@H](C(=O)O)N,2.7.3.13,653.0648876419998,-2.9652000000000007,385.54,3.0,1.0,41.0,1.0,1.1,5.180139060591538,12.0,10.0,17.0,324.012367908,-2.5411999999999995,227.71,0.0,0.0,19.0,0.0,0.6,7.339828387254773,5.0,8.0,5.0
14754,CSCCC(N)C(O)=O.O=O>>[H]O[H].O=C=O.CSCCC(=O)N,1.13.12.3,181.040878832,0.2183999999999998,97.46,0.0,0.0,11.0,0.0,0.8,5.265907399226442,4.0,2.0,5.0,137.051049592,-0.5999,74.59,0.0,0.0,8.0,0.0,0.75,2.8219389370591843,3.0,1.0,2.0
14755,C=C/C=C(\C(=O)O)/O>>CC=CC(=O)C(=O)[O-],5.3.2.6,114.031694052,0.6988999999999999,57.53,0.0,0.0,8.0,0.0,0.0,3.9897087489726513,2.0,2.0,2.0,113.02441759991,-1.1185,57.2,0.0,0.0,8.0,0.0,0.2,3.848390519452458,2.0,0.0,3.0
14777,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)C=Cc4ccc(O)cc4.NCCc1ccc(O)cc1>>CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS.C1=CC(=CC=C1CCNC(=O)/C=C/C2=CC=C(C=C2)O)O,2.3.1,1050.236052366,0.9771000000000012,430.11,5.0,1.0,69.0,1.0,0.7166666666666667,3.897587493681361,23.0,12.0,22.0,1050.236052366,0.8046000000000029,416.12,5.0,1.0,69.0,1.0,0.7843137254901961,3.371946362894501,23.0,13.0,21.0
14783,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)c4ccccc4.NCCc1ccc(O)cc1>>CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS.c1ccc(cc1)C(=O)NCCc2ccc(cc2)O,2.3.1,1008.225487682,0.8719000000000029,409.88,5.0,1.0,66.0,1.0,0.75,3.927346977807981,22.0,11.0,21.0,1008.225487682,0.6994000000000034,395.88999999999993,5.0,1.0,66.0,1.0,0.7999999999999999,3.4280003304491946,22.0,12.0,20.0
14799,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].CC(=O)C(C)(O)C(O)=O>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.CC(C)(O)C(O)C(O)=O,1.1.1.383,797.1670306039998,-3.2753999999999976,392.22,5.0,3.0,53.0,3.0,1.1238095238095238,5.528923472456746,13.0,10.0,21.0,798.1743070560901,-3.8130999999999977,396.0199999999999,5.0,2.0,53.0,2.0,1.276190476190476,5.197843731468764,13.0,11.0,20.0
14801,OO.Oc1ccc(O)cc1>>[H]O[H].O=C1C=CC(=O)C=C1,1.11.1.16,144.042258736,1.1152,80.92,1.0,0.0,10.0,0.0,0.0,4.032455532033676,0.0,4.0,4.0,126.031694052,-0.5741,65.64,1.0,1.0,9.0,1.0,0.0,2.8264765530384865,0.0,0.0,2.0
14802,OO.COc1cc(ccc1O)O>>[H]O[H].COC1=CC(=O)C=CC1=O,1.11.1.16,174.05282342,1.1237999999999997,90.15,1.0,0.0,12.0,0.0,0.1428571428571428,4.0906836464581975,1.0,4.0,5.0,156.042258736,-0.6000000000000001,74.87,1.0,1.0,11.0,1.0,0.1428571428571428,2.889658055569626,1.0,0.0,3.0
14803,OO.COc1cc(cc(c1O)OC)O>>[H]O[H].COC1=CC(=O)C=C(OC)C1(=O),1.11.1.16,204.063388104,1.1324,99.38,1.0,0.0,14.0,0.0,0.25,4.219754569175809,2.0,4.0,6.0,186.05282342,-0.6259000000000001,84.1,1.0,1.0,13.0,1.0,0.25,2.975481184627476,2.0,0.0,4.0
14807,OO.Oc1cccc2ccccc12>>[H]O[H].O=C2C\C=C/c1ccccc12,1.11.1.16,178.06299418,2.5628000000000006,60.69,2.0,0.0,13.0,0.0,0.0,3.913161163604861,0.0,3.0,3.0,162.06807956,1.4615,48.57,2.0,1.0,12.0,1.0,0.1,2.631107259576636,0.0,0.0,1.0
14811,OO.COc1cccc(OC)c1(O)>>[H]O[H].COC1=CC(=C2C=C(C(=O)C(=C2)OC)OC)C=C(C1=O)OC,1.11.1.16,188.068473484,1.4267999999999996,79.15,1.0,0.0,13.0,0.0,0.25,4.0951982523071,2.0,3.0,5.0,322.1052529159999,0.7449000000000001,102.56,2.0,2.0,23.0,2.0,0.25,2.609465129710197,4.0,0.0,6.0
14820,[H]O[H].O=O.CC(C)[N+](=O)[O-]>>OO.CC(C)=O.ON=O,1.7.3.1,107.058243148,-0.1532,74.64,0.0,0.0,7.0,0.0,1.0,3.2575861612334887,1.0,0.0,2.0,81.00620757600001,0.1593999999999998,90.12,0.0,0.0,5.0,0.0,0.0,3.1874960973678963,0.0,3.0,4.0
14821,[H]O[H].O=O.CCC(C(C)O)[N+](=O)[O-]>>OO.ON=O.CCC(=O)C(C)O,1.7.3.1,151.084457896,-0.4022000000000001,94.87,0.0,0.0,10.0,0.0,1.0,3.828053050373097,3.0,1.0,3.0,136.073558864,0.3636999999999999,77.75999999999999,0.0,0.0,9.0,0.0,0.8,4.353075953798529,2.0,3.0,4.0
14822,[H]O[H].O=O.C1CCC(CC1)[N+](=O)[O-]>>OO.ON=O.O=C1CCCCC1,1.7.3.1,147.089543276,0.7711000000000001,74.64,1.0,1.0,10.0,1.0,1.0,2.312191533568197,1.0,0.0,2.0,132.078644244,1.537,57.53,1.0,1.0,9.0,1.0,0.8333333333333334,3.2495440947344707,0.0,2.0,3.0
14823,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.OCC1OC(O)C(O)C(O)C1(O)>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].OCC(O)C(O)C(O)C(O)C(O)=O,1.1.1.18,844.17978636009,-6.237299999999998,428.63999999999993,6.0,3.0,56.0,3.0,1.476190476190476,3.7920370777851256,12.0,13.0,23.0,861.1830745919998,-6.179499999999997,456.0700000000001,5.0,3.0,57.0,3.0,1.3571428571428572,5.382295351973173,16.0,14.0,24.0
14827,[H]S[H].NC(CSS(O)(=O)=O)C(O)=O>>NC(CS)C(O)=O.OS(=O)(=O)[S-],2.5.1.47,234.964285388,-0.9529,117.69,0.0,0.0,12.0,0.0,0.6666666666666666,3.817433669612366,4.0,3.0,5.0,233.95700893591,-1.3358,117.69,0.0,0.0,12.0,0.0,0.6666666666666666,7.406359357925357,2.0,4.0,6.0
14829,[H]O[H].NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(OP(O)(=O)OP(O)(O)=O)C3(O)>>OP(O)(=O)OP(O)(O)=O.NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C3(O),3.1.7.2,700.93388581,-2.926400000000001,423.6600000000001,3.0,1.0,41.0,1.0,0.5,1.9117837048790265,12.0,10.0,17.0,700.9338858099998,-3.1473000000000013,423.39,3.0,1.0,41.0,1.0,0.5,5.797440706723785,10.0,12.0,17.0
14832,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23.CCC=CCCO>>CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS.CC/C=C\CCOC(=O)C,2.3.1.195,909.21458865,0.0196000000000022,383.86,3.0,1.0,58.0,1.0,1.318840579710145,4.330588615400373,22.0,10.0,20.0,909.21458865,0.2405000000000028,372.86,3.0,1.0,58.0,1.0,1.2916666666666663,4.654064178180161,22.0,10.0,20.0
14834,[H]O[H].CC(C)NC(=O)CC[C@@H](C(=O)[O-])[NH3+]>>NC(CCC(O)=O)C(O)=O.CC(C)N,3.4,206.126657056,-3.173099999999998,128.37,0.0,0.0,14.0,0.0,0.75,3.639044021664521,5.0,2.0,3.0,206.126657056,-0.3834000000000001,126.64,0.0,0.0,14.0,0.0,1.6,5.814519668115263,4.0,4.0,4.0
14835,[H]O[H].C[C@@H](CO)NC(=O)CC[C@@H](C(=O)[O-])[NH3+]>>NC(CCC(O)=O)C(O)=O.C[C@@H](CO)N,3.4,222.121571676,-4.200699999999998,148.6,0.0,0.0,15.0,0.0,0.75,3.687563738839253,6.0,3.0,4.0,222.121571676,-1.4110000000000005,146.87,0.0,0.0,15.0,0.0,1.6,6.030268521750204,5.0,5.0,5.0
14836,[H]O[H].[*]C3CC(OP(O)(O)=O)C(COP(O)(=O)OC2CC([*])OC2(COP(O)(=O)OC1CC([*])OC1(COP(O)(O)=O)))O3>>Nc3ncnc2c3(ncn2(C1CC(O)C(COP(O)(O)=O)O1)).[*]C3CC(OP(O)(O)=O)C(COP(O)(=O)OC2CC([*])OC2(COP(O)(=O)OC1CC([*])OC1(COP(O)(O)=O)))O3,3.1,653.020264848,-1.2538000000000005,304.23,3.0,3.0,39.0,3.0,1.0,1.526565178954761,15.0,6.0,13.0,966.077869962,-1.2629000000000006,438.5700000000001,6.0,4.0,60.0,4.0,1.5,3.31063603152618,19.0,10.0,22.0
14838,[H]O[H].[*]C3OC(COP(O)(=O)OC2C(O)C([*])OC2(COP(O)(=O)OC1C(O)C([*])OC1(COP(O)(O)=O)))C(O)C3(O)>>Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O)).[*]C3OC(COP(O)(=O)OC2C(O)C([*])OC2(COP(O)(=O)OC1C(O)C([*])OC1(COP(O)(O)=O)))C(O)C3(O),3.1,621.0386781859999,-4.458399999999999,318.39,3.0,3.0,38.0,3.0,1.0,1.5842797582380923,13.0,8.0,15.0,950.0911979199998,-5.4967,472.96,6.0,4.0,60.0,4.0,1.5,3.4354272857290704,17.0,13.0,25.0
14840,O=O.CCCC(=O)C(=CO)O>>OC=O.CCCC(O)=O.[C-]#[O+],1.13.11.53,162.05282342,1.38,91.67,0.0,0.0,11.0,0.0,0.5,5.7425157723598605,3.0,2.0,5.0,74.000393924,-0.3367099999999999,57.2,0.0,0.0,5.0,0.0,0.0,5.187496097367896,0.0,1.0,1.0
14843,C(/C(=C\C(=O)[O-])/C(=O)[O-])C(=O)C(=O)[O-]>>C(/C(=C/C(=O)C(=O)O)/C(=O)O)C(=O)O,5.3.3,198.98952317573003,-4.878299999999999,137.45999999999998,0.0,0.0,14.0,0.0,0.1428571428571428,4.720184238384709,5.0,0.0,7.0,202.011352532,-0.8741999999999996,128.97,0.0,0.0,14.0,0.0,0.1428571428571428,4.820166756971585,5.0,3.0,4.0
14848,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23.[*]C5OC(CO)C(OP(O)(=O)OCC4OC([*])C(O)C4(OP(O)(=O)OCC1OC(C(O)C1(O))n3cnc2C(=O)NC(N)=Nc23))C5(O)>>NC(CCSCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23)C(O)=O.[*]C5OC(CO)C(OP(O)(=O)OCC4OC([*])C(O)C4(OP(O)(=O)OCC1OC(C(O)C1(O))n3cnc2C(=O)N(C)C(N)=Nc23))C5(O),2.1.1.228,1072.24788298409,-6.334299999999989,512.5799999999999,8.0,4.0,71.0,4.0,1.35,2.8749681465617085,19.0,14.0,29.0,1071.2406065319997,-5.838799999999991,501.72,8.0,4.0,71.0,4.0,1.3333333333333333,2.838864798580879,19.0,13.0,31.0
14855,O=O.CCCCCC=CCC=CCCCCCCCC(O)=O>>CCCCCC(/C=C/C=C\CCCCCCCC(=O)O)OO,1.13.11.12,312.230059504,5.951500000000006,71.44,0.0,0.0,22.0,0.0,0.7222222222222222,5.1737658828976505,14.0,1.0,3.0,312.23005950399994,5.352600000000004,66.76,0.0,0.0,22.0,0.0,0.7222222222222222,3.510021516275732,15.0,2.0,3.0
14857,O=O.CCCCCC=CCC=CCCCCCCCC(O)=O>>CCCCC[C@H](/C=C/C=C\CCCCCCCC(=O)[O-])OO,1.13.11.45,312.230059504,5.951500000000006,71.44,0.0,0.0,22.0,0.0,0.7222222222222222,5.1737658828976505,14.0,1.0,3.0,311.22278305191,4.017900000000002,69.59,0.0,0.0,22.0,0.0,0.7222222222222222,3.510021516275732,15.0,1.0,4.0
14859,[H]O[H].CC(=CCC/C(=C(\C)/COP(=O)(O)OP(=O)(O)O)/C)C>>OP(O)(=O)OP(O)(O)=O.CC1(C2CCC1(C(C2)(C)O)C)C,4.2.3.118,346.0946409879999,2.470800000000003,144.79000000000002,0.0,0.0,21.0,0.0,0.6363636363636364,4.453680672140949,8.0,3.0,4.0,346.09464098800004,1.772000000000001,144.52,2.0,2.0,21.0,2.0,1.0,6.543103856129403,2.0,5.0,4.0
14860,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23.CC(C)=CCCC(C)=CCOP(O)(=O)OP(O)(O)=O>>NC(CCSCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23)C(O)=O.CC(=CCC/C(=C(\C)/COP(=O)(O)OP(=O)(O)O)/C)C,2.1.1.255,713.21294149609,0.9832000000000056,295.92,3.0,1.0,46.0,1.0,1.2,5.843031121828496,15.0,8.0,14.0,712.2056650439999,1.858400000000004,295.92,3.0,1.0,46.0,1.0,1.207792207792208,6.092045996377646,15.0,8.0,15.0
14861,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OC1COC(O)C(O)C1(O)>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCC1OC(=O)C(O)C1(O),1.1.1.376,894.1355521980897,-5.481199999999998,454.94,6.0,3.0,58.0,3.0,1.476190476190476,3.725156988298625,13.0,13.0,23.0,149.044998388,-2.2616,86.99000000000001,1.0,1.0,10.0,1.0,0.8,2.6124226271795643,1.0,3.0,5.0
14861,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OC1COC(O)C(O)C1(O)>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCC1OC(=O)C(O)C1(O),1.1.1.179,894.1355521980897,-5.481199999999998,454.94,6.0,3.0,58.0,3.0,1.476190476190476,3.725156988298625,13.0,13.0,23.0,149.044998388,-2.2616,86.99000000000001,1.0,1.0,10.0,1.0,0.8,2.6124226271795643,1.0,3.0,5.0
14862,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.OCC1OC(O)C(O)C(O)C1(O)>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].C([C@H]([C@H]1[C@@H]([C@@H](C(=O)O1)O)O)O)O,1.1.1.376,844.17978636009,-6.237299999999998,428.63999999999993,6.0,3.0,56.0,3.0,1.476190476190476,3.7920370777851256,12.0,13.0,23.0,843.1725099079998,-5.699599999999997,424.84,6.0,4.0,56.0,4.0,1.3571428571428572,3.785236189881994,13.0,12.0,24.0
14863,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCC1OC(O)C(O)C(O)C1(O)>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).C([C@H]([C@H]1[C@@H]([C@@H](C(=O)O1)O)O)O)O,1.1.1.376,924.1461168820896,-6.120299999999998,475.1699999999999,6.0,3.0,60.0,3.0,1.476190476190476,3.8437299960487294,14.0,14.0,24.0,179.055563072,-2.9006999999999987,107.22,1.0,1.0,12.0,1.0,0.8333333333333334,2.638041400727369,2.0,4.0,6.0
14864,O=O.C[C@H]1[C@H]2CC[C@H]3[C@]([C@@H]2CC=C1C=C)(CCCC3(C)C)C>>[H]O[H].C[C@H]1[C@H]2CC[C@H]3[C@]([C@@H]2CC=C1C=C)(CC[C@H](C3(C)C)O)C,1.14.14.70,304.240230264,6.064400000000006,34.14,3.0,3.0,22.0,3.0,0.8,3.950884120904387,1.0,0.0,2.0,306.255880328,4.143500000000006,51.73,3.0,3.0,22.0,3.0,0.8,1.9577371332891216,1.0,1.0,1.0
14865,O=O.C[C@]1(CC[C@@H]2C(=C1)CC[C@H]3[C@]2(CCCC3(C)C)C)C=C>>[H]O[H].C[C@]1(CC[C@@H]2C(=C1)CC[C@H]3[C@]2(CC[C@H](C3(C)C)O)C)C=C,1.14.14.70,304.240230264,6.208500000000006,34.14,3.0,3.0,22.0,3.0,0.8,3.9651006689158863,1.0,0.0,2.0,306.255880328,4.287600000000006,51.73,3.0,3.0,22.0,3.0,0.8,1.9701870790515623,1.0,1.0,1.0
14867,O=O.CSCCCCC(C(=O)O)N>>[H]O[H].O=C=O.CSCCCCC=NO,1.14.14.42,209.07217896,0.9986,97.46,0.0,0.0,13.0,0.0,0.8571428571428571,5.172288580849476,6.0,2.0,5.0,165.08234972,1.155,64.09,0.0,0.0,10.0,0.0,0.8333333333333334,2.745810762078873,5.0,1.0,3.0
14868,O=O.CSCCCCCC(C(=O)O)N>>[H]O[H].O=C=O.CSCCCCCC=NO,1.14.14.42,223.087829024,1.3887,97.46,0.0,0.0,14.0,0.0,0.875,5.138700836396245,7.0,2.0,5.0,179.097999784,1.5451,64.09,0.0,0.0,11.0,0.0,0.8571428571428571,2.7707909042401324,6.0,1.0,3.0
14869,O=O.CSCCCCCCC(C(=O)O)N>>[H]O[H].O=C=O.CSCCCCCCC=NO,1.14.14.42,237.103479088,1.7788,97.46,0.0,0.0,15.0,0.0,0.8888888888888888,5.112817919234917,8.0,2.0,5.0,193.113649848,1.935200000000001,64.09,0.0,0.0,12.0,0.0,0.875,2.7934288719703555,7.0,1.0,3.0
14870,O=O.CSCCCCCCCC(C(=O)O)N>>[H]O[H].O=C=O.CSCCCCCCCC=NO,1.14.14.42,251.119129152,2.1689000000000003,97.46,0.0,0.0,16.0,0.0,0.9,5.093074888901295,9.0,2.0,5.0,207.129299912,2.325300000000001,64.09,0.0,0.0,13.0,0.0,0.8888888888888888,2.81386402771292,8.0,1.0,3.0
14871,O=O.CSCCCCCCCCC(C(=O)O)N>>[H]O[H].O=C=O.CSCCCCCCCCC=NO,1.14.14.42,265.134779216,2.559,97.46,0.0,0.0,17.0,0.0,0.9090909090909092,5.078094919961113,10.0,2.0,5.0,221.144949976,2.7154000000000016,64.09,0.0,0.0,14.0,0.0,0.9,2.8322994630919376,9.0,1.0,3.0
14874,NCC(O)=O.CCCCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23>>CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS.CCCCCCCC/C=C\CCCCCCCC(=O)NCC(=O)O,2.3.1.13,1106.3925530059998,3.731900000000007,426.95,3.0,1.0,72.0,1.0,1.2435897435897436,4.151078002576906,35.0,11.0,21.0,1106.392553006,3.559400000000007,412.9599999999999,3.0,1.0,72.0,1.0,1.4666666666666668,4.807498005538177,35.0,12.0,20.0
14876,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.CC(O)c1ccccc1>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].CC(=O)c1ccccc1,1.1.1.14,786.18956319609,-1.2759999999999976,338.48999999999995,6.0,2.0,53.0,2.0,0.726190476190476,4.00586214132128,12.0,9.0,18.0,785.1822867439998,-0.7971999999999977,334.69,6.0,3.0,53.0,3.0,0.6488095238095238,4.128649403195756,12.0,8.0,19.0
14876,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.CC(O)c1ccccc1>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].CC(=O)c1ccccc1,1.1.1.311,786.18956319609,-1.2759999999999976,338.48999999999995,6.0,2.0,53.0,2.0,0.726190476190476,4.00586214132128,12.0,9.0,18.0,785.1822867439998,-0.7971999999999977,334.69,6.0,3.0,53.0,3.0,0.6488095238095238,4.128649403195756,12.0,8.0,19.0
14877,[H]O[H].[*]C(N)C(=O)NC([*])C(O)=O>>[*]C(N)C(=O)NC([*])C(O)=O,3.4.22,148.048406736,-2.928,123.92000000000002,0.0,0.0,10.0,0.0,0.5,3.853318405974191,3.0,3.0,3.0,130.037842052,-2.1033,92.42000000000002,0.0,0.0,9.0,0.0,0.5,3.853318405974191,3.0,3.0,3.0
14917,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.OCC1OC(O)(CO)C(O)C1(O)>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].OCC(=O)C(O)C(O)C(=O)CO,1.1.1.14,844.17978636009,-6.235699999999998,428.63999999999993,6.0,3.0,56.0,3.0,1.476190476190476,3.8817403248274935,13.0,13.0,23.0,843.1725099079998,-5.855399999999998,432.68,5.0,3.0,56.0,3.0,1.1904761904761905,5.325297803946381,16.0,12.0,24.0
14918,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.OCC1(O)(OCC(O)C(O)C1(O))>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].OCC(=O)C(O)C(O)C(=O)CO,1.1.1.14,844.17978636009,-6.235699999999998,428.63999999999993,6.0,3.0,56.0,3.0,1.476190476190476,3.863465579935339,12.0,13.0,23.0,843.1725099079998,-5.855399999999998,432.68,5.0,3.0,56.0,3.0,1.1904761904761905,5.325297803946381,16.0,12.0,24.0
14921,[H]O[H].Nc6ncnc1c6(ncn1C5OC(COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O))>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),3.6.1,934.025160402,-3.1541,512.0,6.0,2.0,58.0,2.0,0.5,1.0004981461155011,16.0,11.0,27.0,934.0251604019998,-3.3750000000000018,511.73,6.0,2.0,58.0,2.0,1.0,3.4380612070052594,14.0,13.0,26.0
14921,[H]O[H].Nc6ncnc1c6(ncn1C5OC(COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O))>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),3.6.1.55,934.025160402,-3.1541,512.0,6.0,2.0,58.0,2.0,0.5,1.0004981461155011,16.0,11.0,27.0,934.0251604019998,-3.3750000000000018,511.73,6.0,2.0,58.0,2.0,1.0,3.4380612070052594,14.0,13.0,26.0
14926,OC(COP(O)(O)=O)C(=O)OP(O)(O)=O.OC1CC(O)C(COP(O)(O)=O)O1>>OC(=O)C(O)COP(O)(O)=O.OC1CC(OC1(COP(O)(O)=O))OP(O)(O)=O,2.7.1.106,479.983509038,-3.343600000000001,287.27,1.0,1.0,28.0,1.0,1.6666666666666663,6.461406477487486,8.0,9.0,11.0,479.983509038,-2.7779000000000007,287.27,1.0,1.0,28.0,1.0,1.6666666666666663,6.166616733455228,9.0,9.0,10.0
14930,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].C\1=C(C(=O)N=C(/C1=C/2\C=C(C(=O)N=C2O)O)O)O>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.Oc1cc(c(O)nc1O)-c1cc(O)c(O)nc1O,1.1.1.328,915.1473577799998,-2.5261999999999976,457.4,7.0,5.0,62.0,5.0,0.5238095238095238,3.771480312601571,11.0,12.0,22.0,916.15463423209,-2.6386999999999983,465.42,7.0,2.0,62.0,2.0,0.4761904761904761,3.849176198370772,12.0,14.0,25.0
