Reaction,ECNumber,MW_R,logP_R,TPSA_R,Rings Count_R,Aromatic Rings_R,Heavy atoms cout_R,Alifatic Rings_R,CSP3_R,BalabanJ_R,RotatableBonds_R,H-bond donor_R,H-bond acceptor_R,MW_P,logP_P,TPSA_P,Rings Count_P,Aromatic Rings_P,Heavy atoms cout_P,Alifatic Rings_P,CSP3_P,BalabanJ_P,RotatableBonds_P,H-bond donor_P,H-bond acceptor_P
NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).C1CC2=CC=CC=C2[C@H]1O>>[H].O=C1CCc2ccccc12.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O),1,134.07316494,1.6662,20.23,2.0,1.0,10.0,1.0,0.3333333333333333,2.5087722151719647,0.0,1.0,1.0,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).C1CC2=CC=CC=C2[C@H]1O>>[H].O=C1CCc2ccccc12.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O),1,134.07316494,1.6662,20.23,2.0,1.0,10.0,1.0,0.3333333333333333,2.5087722151719647,0.0,1.0,1.0,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).C1CC2=CC=CC=C2[C@H]1O>>[H].O=C1CCc2ccccc12.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O),1,134.07316494,1.6662,20.23,2.0,1.0,10.0,1.0,0.3333333333333333,2.5087722151719647,0.0,1.0,1.0,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).C1CC2=CC=CC=C2[C@H]1O>>[H].O=C1CCc2ccccc12.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O),1,134.07316494,1.6662,20.23,2.0,1.0,10.0,1.0,0.3333333333333333,2.5087722151719647,0.0,1.0,1.0,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O>>OCC(=O)C(O)C(O)C(=O)C=O.Oc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],0,346.0648446479999,-1.3182999999999998,185.66,2.0,1.0,24.0,1.0,0.5,2.291478430845437,5.0,4.0,10.0,176.032087976,-2.9624000000000006,111.9,0.0,0.0,12.0,0.0,0.5,4.271184077435047,5.0,3.0,6.0
CC(C)=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]>>CC(C)O.c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N,1,665.1247718679998,-2.6863999999999977,317.62,5.0,3.0,44.0,3.0,0.5238095238095238,1.1471947891546252,11.0,8.0,18.0,60.057514876,0.3871,20.23,0.0,0.0,4.0,0.0,1.0,2.3237900077244498,0.0,1.0,1.0
CC(C)=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]>>CC(C)O.c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N,1,665.1247718679998,-2.6863999999999977,317.62,5.0,3.0,44.0,3.0,0.5238095238095238,1.1471947891546252,11.0,8.0,18.0,60.057514876,0.3871,20.23,0.0,0.0,4.0,0.0,1.0,2.3237900077244498,0.0,1.0,1.0
CC(C)=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]>>CC(C)O.c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N,1,665.1247718679998,-2.6863999999999977,317.62,5.0,3.0,44.0,3.0,0.5238095238095238,1.1471947891546252,11.0,8.0,18.0,60.057514876,0.3871,20.23,0.0,0.0,4.0,0.0,1.0,2.3237900077244498,0.0,1.0,1.0
[H]O[H].CCCCCC=CCC=CCC=CCC=CCCCC(=O)NCCO>>CCCCCC=CCC=CCC=CCC=CCCCC(O)=O.NCCO,0,347.282429424,5.240600000000005,49.33,0.0,0.0,25.0,0.0,0.5909090909090909,3.4420975011766104,16.0,2.0,2.0,304.240230264,6.216700000000006,37.3,0.0,0.0,22.0,0.0,0.55,3.4014698645752515,14.0,1.0,1.0
[H]O[H].CCCCCC=CCC=CCC=CCC=CCCCC(=O)NCCO>>CCCCCC=CCC=CCC=CCC=CCCCC(O)=O.NCCO,0,347.282429424,5.240600000000005,49.33,0.0,0.0,25.0,0.0,0.5909090909090909,3.4420975011766104,16.0,2.0,2.0,304.240230264,6.216700000000006,37.3,0.0,0.0,22.0,0.0,0.55,3.4014698645752515,14.0,1.0,1.0
O=C1CCCC=C1.[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).C1CCC(=CC1)O,1,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0827287780897,-2.898899999999997,364.7899999999999,5.0,2.0,48.0,2.0,0.4761904761904761,1.2093210089871331,13.0,9.0,18.0
O=C1CCCCC1.[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>OC1CCCCC1.NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O),1,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.088815004,1.3114,20.23,1.0,1.0,7.0,1.0,1.0,2.1229179499593664,0.0,1.0,1.0
O=C1CCCCC1.[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>OC1CCCCC1.NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O),1,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.088815004,1.3114,20.23,1.0,1.0,7.0,1.0,1.0,2.1229179499593664,0.0,1.0,1.0
O=C1CCCCC1.[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>OC1CCCCC1.NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O),1,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.088815004,1.3114,20.23,1.0,1.0,7.0,1.0,1.0,2.1229179499593664,0.0,1.0,1.0
OCC1OC(O)C(O)C(O)C1(O)>>OCC1(O)(OCC(O)C(O)C1(O)),0,180.063388104,-3.2214000000000005,110.38,1.0,1.0,12.0,1.0,1.0,2.634408987061597,1.0,5.0,6.0,180.063388104,-3.2198,110.38,1.0,1.0,12.0,1.0,1.0,2.7058374892118104,1.0,5.0,6.0
OCC1(O)(OCC(O)C(O)C1(O)).[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.OCC(O)C(O)C(O)C(O)CO,1,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.1163982560901,-3.0158999999999976,318.25999999999993,5.0,2.0,44.0,2.0,0.4761904761904761,1.1576280907235286,11.0,8.0,17.0
OCC1(O)(OCC(O)C(O)C1(O)).[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.OCC(O)C(O)C(O)C(O)CO,1,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.1163982560901,-3.0158999999999976,318.25999999999993,5.0,2.0,44.0,2.0,0.4761904761904761,1.1576280907235286,11.0,8.0,17.0
[H]O[H].c1cc(cc(c1)OP(=O)(O)O)[N+](=O)[O-]>>Oc1cccc(c1)[N+](=O)[O-].OP(O)(O)=O,0,218.993273542,1.0663,109.9,1.0,0.0,14.0,0.0,0.0,2.9500084352695635,3.0,2.0,4.0,139.02694302,1.3003999999999998,63.370000000000005,1.0,0.0,10.0,0.0,0.0,3.069899265759275,1.0,1.0,3.0
[H]O[H].CCc1ccc(cc1)OP(=O)(Oc2ccc(cc2)CC)Oc3ccc(cc3)CC>>OP(O)(O)=O.CCc1ccc(O)cc1,0,410.164695974,7.018700000000006,44.760000000000005,3.0,0.0,29.0,0.0,0.25,1.8539805626531145,9.0,0.0,4.0,97.976895206,-0.9286,77.75999999999999,0.0,0.0,5.0,0.0,0.0,3.472066495600119,0.0,3.0,1.0
c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.C1CC2=CC=CC=C2[C@@H]1O>>[H].O=C1CCc2ccccc12.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O),1,134.07316494,1.6662,20.23,2.0,1.0,10.0,1.0,0.3333333333333333,2.5087722151719647,0.0,1.0,1.0,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.C1CC2=CC=CC=C2[C@H]1O>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).O=C1CCc2ccccc12,1,134.07316494,1.6662,20.23,2.0,1.0,10.0,1.0,0.3333333333333333,2.5087722151719647,0.0,1.0,1.0,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.C1CC2=CC=CC=C2[C@H]1O>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).O=C1CCc2ccccc12,1,134.07316494,1.6662,20.23,2.0,1.0,10.0,1.0,0.3333333333333333,2.5087722151719647,0.0,1.0,1.0,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[H].CC(=O)C(C)=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC(O)C(C)=O,1,86.036779432,0.1644000000000001,34.14,0.0,0.0,6.0,0.0,0.5,3.5677034550432034,1.0,0.0,2.0,744.0827287780897,-2.898899999999997,364.7899999999999,5.0,2.0,48.0,2.0,0.4761904761904761,1.2093210089871331,13.0,9.0,18.0
[H].CC(=O)C(C)=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC(O)C(C)=O,1,86.036779432,0.1644000000000001,34.14,0.0,0.0,6.0,0.0,0.5,3.5677034550432034,1.0,0.0,2.0,744.0827287780897,-2.898899999999997,364.7899999999999,5.0,2.0,48.0,2.0,0.4761904761904761,1.2093210089871331,13.0,9.0,18.0
[H].CC(=O)C(C)=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC(O)C(C)=O,1,86.036779432,0.1644000000000001,34.14,0.0,0.0,6.0,0.0,0.5,3.5677034550432034,1.0,0.0,2.0,744.0827287780897,-2.898899999999997,364.7899999999999,5.0,2.0,48.0,2.0,0.4761904761904761,1.2093210089871331,13.0,9.0,18.0
[H].CC(=O)C(C)=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC(O)C(C)=O,1,86.036779432,0.1644000000000001,34.14,0.0,0.0,6.0,0.0,0.5,3.5677034550432034,1.0,0.0,2.0,744.0827287780897,-2.898899999999997,364.7899999999999,5.0,2.0,48.0,2.0,0.4761904761904761,1.2093210089871331,13.0,9.0,18.0
[H].CC(=O)C(C)=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC(O)C(C)=O,1,86.036779432,0.1644000000000001,34.14,0.0,0.0,6.0,0.0,0.5,3.5677034550432034,1.0,0.0,2.0,744.0827287780897,-2.898899999999997,364.7899999999999,5.0,2.0,48.0,2.0,0.4761904761904761,1.2093210089871331,13.0,9.0,18.0
[H].CC(=O)C(C)=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC(O)C(C)=O,1,86.036779432,0.1644000000000001,34.14,0.0,0.0,6.0,0.0,0.5,3.5677034550432034,1.0,0.0,2.0,744.0827287780897,-2.898899999999997,364.7899999999999,5.0,2.0,48.0,2.0,0.4761904761904761,1.2093210089871331,13.0,9.0,18.0
[H].CC(=O)C(C)=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC(O)C(C)=O,1,86.036779432,0.1644000000000001,34.14,0.0,0.0,6.0,0.0,0.5,3.5677034550432034,1.0,0.0,2.0,744.0827287780897,-2.898899999999997,364.7899999999999,5.0,2.0,48.0,2.0,0.4761904761904761,1.2093210089871331,13.0,9.0,18.0
[H].CC(=O)C(C)=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC(O)C(C)=O,1,86.036779432,0.1644000000000001,34.14,0.0,0.0,6.0,0.0,0.5,3.5677034550432034,1.0,0.0,2.0,744.0827287780897,-2.898899999999997,364.7899999999999,5.0,2.0,48.0,2.0,0.4761904761904761,1.2093210089871331,13.0,9.0,18.0
[H].CC(=O)C(C)=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC(O)C(C)=O,1,86.036779432,0.1644000000000001,34.14,0.0,0.0,6.0,0.0,0.5,3.5677034550432034,1.0,0.0,2.0,744.0827287780897,-2.898899999999997,364.7899999999999,5.0,2.0,48.0,2.0,0.4761904761904761,1.2093210089871331,13.0,9.0,18.0
[H].CC(=O)C(C)=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC(O)C(C)=O,1,86.036779432,0.1644000000000001,34.14,0.0,0.0,6.0,0.0,0.5,3.5677034550432034,1.0,0.0,2.0,744.0827287780897,-2.898899999999997,364.7899999999999,5.0,2.0,48.0,2.0,0.4761904761904761,1.2093210089871331,13.0,9.0,18.0
[H].CC(=O)C(C)=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC(O)C(C)=O,1,86.036779432,0.1644000000000001,34.14,0.0,0.0,6.0,0.0,0.5,3.5677034550432034,1.0,0.0,2.0,744.0827287780897,-2.898899999999997,364.7899999999999,5.0,2.0,48.0,2.0,0.4761904761904761,1.2093210089871331,13.0,9.0,18.0
[H].CC(=O)C(C)=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC(O)C(C)=O,1,86.036779432,0.1644000000000001,34.14,0.0,0.0,6.0,0.0,0.5,3.5677034550432034,1.0,0.0,2.0,744.0827287780897,-2.898899999999997,364.7899999999999,5.0,2.0,48.0,2.0,0.4761904761904761,1.2093210089871331,13.0,9.0,18.0
NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CCCCCC(O)C=CC1C(O)CC(=O)C1(CC=CCCCC(O)=O)>>[H].CCCCCC(=O)C=CC1C(O)CC(=O)C1(CC=CCCCC(O)=O).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O),1,352.2249741239999,3.251100000000002,94.83,1.0,1.0,25.0,1.0,0.7,2.4772080498794105,12.0,3.0,4.0,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ncc(CO)c(C=O)c1(O).NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).Cc2ncc1COC(=O)c1c2(O),1,744.0827287780897,-2.898899999999997,364.7899999999999,5.0,2.0,48.0,2.0,0.4761904761904761,1.2093210089871331,13.0,9.0,18.0,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[H].CCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23,1,891.2040239659999,0.8012000000000012,363.63000000000005,3.0,1.0,57.0,1.0,0.6551724137931034,1.460872912161426,24.0,9.0,19.0,744.0827287780897,-2.898899999999997,364.7899999999999,5.0,2.0,48.0,2.0,0.4761904761904761,1.2093210089871331,13.0,9.0,18.0
c1ccc(c(c1)[N+](=O)[O-])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O>>Oc1ccccc1[N+](=O)[O-].OCC(=O)C(O)C(O)C(=O)C=O,0,301.07976644,-1.2265,142.52,2.0,1.0,21.0,1.0,0.5,2.204703557965785,4.0,4.0,8.0,139.02694302,1.3004000000000002,63.370000000000005,1.0,0.0,10.0,0.0,0.0,3.1529414466808685,1.0,1.0,3.0
C1=CC(=CC=C1[N+](=O)[O-])OC2C(C(C(C(O2)CO)O)O)O>>Oc1ccc(cc1)[N+](=O)[O-].OCC(=O)C(O)C(O)C(=O)C=O,0,301.07976644,-1.2265,142.52,2.0,1.0,21.0,1.0,0.5,2.084631452937898,4.0,4.0,8.0,139.02694302,1.3003999999999998,63.370000000000005,1.0,0.0,10.0,0.0,0.0,3.003400684579818,1.0,1.0,3.0
OC(=O)C=C1C=CC(=O)O1.[H]O[H]>>[H]Cl.OC(=O)C=CC(=O)CC(O)=O,0,18.010564684,-0.8247,31.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.976677712,0.4218,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OC(O)C(Cl)(Cl)Cl>>OC(=O)C(Cl)(Cl)Cl.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H],1,163.919862376,0.6672999999999998,40.46,0.0,0.0,7.0,0.0,1.0,3.541196965079901,0.0,2.0,2.0,161.904212312,1.4412,37.3,0.0,0.0,7.0,0.0,0.5,3.7911184170869663,0.0,1.0,1.0
O=O.OC(=O)C(O)Cc1ccccc1>>OO.OC(=O)C(=O)Cc1ccccc1,1,166.06299417999998,0.6746000000000002,57.53,1.0,0.0,12.0,0.0,0.2222222222222222,2.5846040823975205,3.0,2.0,2.0,34.005479304,0.0173999999999999,40.46,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0
OCC1(O)(OCC(O)C1(O)).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]>>OCC(O)C(O)C(O)CO.NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O),1,745.0911023899998,-2.569399999999997,364.1499999999999,5.0,3.0,48.0,3.0,0.5238095238095238,1.1997576602685036,13.0,9.0,19.0,152.068473484,-2.9463000000000004,101.15,0.0,0.0,10.0,0.0,1.0,3.685406534013343,4.0,5.0,5.0
