SabioReactionID	ECNumber
6723	1.3.8.7
15458	2.7.1.21
10652	1.1.3.10
596	4.1.1.1
10052	2.1.1.49
6962	1.2.1.5
3599	1.1.1.146
12841	6.2.1.12
16144	1.1.2.8
7006	1.11.1.14
13648	1.18.1.2
12140	1.14.15.15
142	1.1.1.40
10900	3.4.22.10
194	2.4.2.22
11989	1.1.1.209
7713	3.1.3.104
13133	2.4.1.121
13197	1.8.4.2
14802	1.11.1.16
6542	2.5.1.56
15988	1.13.11.11
2594	4.1.1.28
9736	3.1.1
11191	1.11.1.1
13865	3.4.24.27
9651	2.5.1.47
15436	2.7.1
2595	1.13.11.52
12644	2.7.1.74
16292	2.7.11.13
14030	3.4.21
12677	2.1.1
4251	6.2.1.7
14718	1.14.13
8569	4.4.1.20
14768	3.4.21.37
2579	1.1.1.188
10191	4.2.1.68
15781	2.1.2.1
12363	3.2.1.62
1072	2.6.1.57
12888	1.8.1.4
12341	3.7.1.8
14730	1.1.1.206
9833	1.2.1.4
7130	1.6.99.1
251	3.6.1.29
9818	3.5.1
15845	-
13614	-
13296	3.1.3.25
16390	-
2065	1.1.1.31
12119	2.3.2.10
9833	1.2.1
779	1.4.3.1
2337	1.14.11.1
6963	1.2.1.3
917	3.4.19.5
12106	1.16.3.1
12438	3.4.21
11300	3.2.2.6
15020	6.3.1.13
11744	3.4.21
13072	1.1.1.209
9073	1.11.1.6
15171	3.5.1.99
10537	2.5.1.18
12411	3.1.1.1
13733	2.7.11.1
14657	-
1888	2.7.8.11
11962	2.7.1.11
12508	3.5.1.12
3329	1.1.1.1
16211	3.1.3.48
11948	3.5.4.5
5414	1.1.1.346
75	3.1.4
7896	1.1.3.10
14665	-
444	3.6.1.5
1766	2.3.1.39
16014	3.4.22.69
3430	6.1.1.18
395	1.1.1.149
11125	5.1.3
7806	-
14970	1.1.1.10
3057	2.6.1.62
6839	2.7.1.105
8008	1.1.1.184
2058	2.7.8
11340	1.14.14.1
8536	2.7.1.1
10698	3.4.21
6793	1.2.1.48
13873	3.4.24.27
7657	1
15122	5.6.2.2
10222	3.5.2.6
15560	2.3.1.159
15897	-
10628	3.4.22.51
10829	1.1.1.21
7520	-
7658	1.3.1.104
9208	2.4.1
9683	1.13.12.16
15573	2.3.1.159
12702	1.1.1.50
14248	1.1.99.36
6382	2.1.1.155
2422	1.7.1.14
10041	1.1.1.218
6959	1.2.1.3
13039	2.7.7.3
12277	2.6.1.21
8071	1
2113	1.17.3.2
9976	2.7.4.14
11579	1.1.1.1
16340	1.5.1
7839	1.6.2.2
246	3.6.1.53
15683	3.4.22.28
15693	4.1.1.86
1109	4.1.3.17
11838	3.4.22
9938	1.1.1.184
1146	3.2.1.26
13897	-
16403	-
907	1.1.3.15
13441	1.2.1.4
12745	1.1.1.1
15820	1.11.1.7
7997	1.1.1
1085	1.2.1.88
10103	1.1.1.2
9986	3.1.1.7
14546	-
9986	3.1.1.1
14321	2.1.1.280
425	1.1.1.28
83	2.7.4.14
13446	3.4.19.5
15456	-
12756	2.4.2.42
12965	1.1.1.41
6784	1.2.1.36
12184	-
13963	2.6.1.7
6659	1.5.99.12
16206	3.4.21.74
14149	3.2.1.18
7095	2.3.1.226
2659	6.3.2.9
2830	2.7.1.91
7900	1.1.1.145
7327	1.2.1.5
6486	1.1.1.184
2829	1.1.1.153
1137	-
15766	1.10.3.2
11866	3.1.1.1
13441	1.2.1.39
240	1.17.4.2
2614	1.14.15.6
170	2.8.3.18
5224	2.7.1.66
14803	1.11.1.16
14137	2.4.2.7
11642	3.1.4.1
15935	5.4.99.18
12004	3.1.1.17
16080	1.14.11.2
15245	2.7.11.1
15813	2.3.1.46
6515	1.3.8.8
16052	1.6.3
13378	3.5.1.88
5308	1.8.1.14
10416	5.5.1.1
14684	1.1.1.345
14158	2.3.1.20
1915	1.1.1.357
14769	3.4.21.37
2233	5.3.99.4
7893	1.1.1.1
119	5.4.99.18
14542	3.5.3.15
11393	2.7.1.165
12968	2.7.1.77
15625	3.1.2.30
12599	3
10559	5.1.99.4
8093	1.1.1.184
8141	3.4.13
15215	3
2193	6.2.1.12
12935	3.4.11.15
15717	1.3.8.10
988	5.1.1.18
11998	3.2.1.45
9630	6.3.2.4
15381	1.3.1
15265	2.7.7.65
15343	4.1.2.10
14394	3.2.1.21
7299	4.4.1.14
13757	3.4.24.28
13094	4.1.2
481	2.7.1.21
2573	1.2.1.3
11859	3.2.1.23
9793	2.3.1
12587	3
13705	3.4.21.62
6990	1.14.11.1
13428	3.1
76	3.6.1.1
7173	2.4.1.90
9604	3.5.1.1
3950	2.3.1.80
12658	3.4.14.5
7050	1.1.1
15567	2.3.1.159
11288	3.1.3.31
742	3.1.3.29
14387	2.8.3.18
7276	1.3.99
13445	2.7.11.12
2191	1.3.1.3
11470	2.3.1.60
7718	3.2.1.37
8204	3.1.3.31
9937	1.1.1.184
11786	3.4.22
7106	-
8061	1.1.1.184
11989	1.1.1.62
10891	3.4.22.10
833	1.4.3.2
7657	1.6.5.9
9853	3.5.2.6
15410	2.8.2
14587	1.2.1.95
15827	2.2.1.7
1858	1.1.1
11799	1.1.3.4
6543	2.5.1.56
2478	1.2.1.8
14581	1.1.1.50
11581	3.4.22
13899	7.1.1.5
12470	-
7027	1.11.1.14
446	3.6.1.45
828	1.4.3.3
12582	3
14151	1.14.14.88
2493	2.7.1.2
2409	1.3.1.20
7201	6.3.2.2
12022	3.1.1.1
7767	6.3.2.1
10671	1.8.1.9
10420	2.3.2.2
5356	2.1.1.144
10365	1.2.1.5
11950	2.3.2.2
10819	1.1.1.2
14187	1.14.14.1
10732	3.4.11
11818	3.4.11.19
11236	2.3.1
7314	3.5.1
11795	1.1.1.2
15067	3.5.4.11
7086	1.14.14.1
7662	1.11.1.7
11707	2.4.1.17
10589	3.4.13
7080	1.14.14.149
16316	1.11.1.7
13755	3.4.24.27
6776	1.1.1.50
9214	1.1.1.72
3766	4.2.1
1413	6.2.1.1
13107	3.4.14.5
2618	5.4.2.6
1001	1.5.3
13424	2.8.2.8
15892	2.3.1.262
8384	3.1.21.3
9648	2.7.4.3
433	5.4.2.4
14580	-
12102	2.5.1.18
14010	2.4.1.69
10389	1.1.1.14
8089	1.14.13.92
11841	3.4.22
10980	5.1.1.1
295	3.1.3.1
13915	2.7.6.1
9736	3.1.1.1
12147	2.4.2.40
11838	3.4.22.2
14018	-
8151	3.5.1.16
11399	1.6.5.11
15304	1.8.1.4
14876	1.1.1.311
9687	1.4.9.1
11179	1.1.1.122
11631	2.7.1.1
10120	3.5.1.4
13719	3.4.21.62
13387	3.4.22.62
7934	1.1.1.51
14892	1.1.1.14
10	2.7.1.2
12310	2.1.1.41
14943	1.2.1.3
334	1.1.1
5302	1.5.1.39
13018	2.8.3.12
13770	3.2.1.18
11865	3.1.1.1
13188	6.2.1.n2
2181	1.1.1.149
16031	3.5.1.16
3134	1.1.1.51
10578	1.1.1.209
15285	2.7.7.n16
14273	1.1.99.36
8707	1.14.11.15
7911	1.1.1
5195	4.2.1.17
14178	3.4.21.26
6884	1.2.1.3
12361	3.2.1.62
11330	4.99.1.1
15566	2.3.1.74
13469	-
142	1.1.1.38
12738	3.1.2.23
1565	1.1.1.30
11249	2.7.1
1304	2.7.1.121
13756	3.4.24.28
14103	2.5.1.104
9944	1.1.1.184
12180	2.1.1.100
14335	3.4.23.20
13073	1.1.1.209
1694	1.1.1.405
11214	1.11.1.20
13308	3.2.1.152
6651	1.5.99.12
12894	3.1.2.23
3021	1.3.1.98
10539	1.8.1.9
7063	2.5.1.55
12	2.7.1.199
1064	2.6.1.57
14402	6.5.1.1
1292	2.5.1.48
9843	2.7.1.105
284	2.7.1.40
10552	3.1.1.14
9806	1.1.1
16495	7.6.2.5
15803	1.10.3.2
16300	2.3.1.286
11021	4.2.1.92
16107	4.2.1.136
11768	1.14.12.17
1558	2.7.2.15
15475	2.7.1.121
6783	1.14.18.1
7890	4.2.2.13
11860	2.4.1.17
3578	6.3.1.9
9820	1.1.1.399
13514	1.1.1.18
407	6.1.1.19
4396	4.2.1.17
10340	1.1.1.21
15900	2.4.2.14
1614	1.1.1.376
6749	1.1.1.19
6832	2.3.2.13
10387	1.14.14.1
5	1.2.1.12
1642	4.2.3.1
12641	2.7.1.21
13824	3.1.2
8161	-
342	2.4.2.1
1388	2.6.1.54
9592	2.7.1.40
15283	1.18.1.2
6096	3.1.3.4
10059	1.4.3.2
13686	2.7.11.1
13183	3.2.1.86
8970	1.1.1.95
9868	3.2.1.10
15913	-
508	3.1.3.6
11862	3.2.1.20
11687	3.4.22
10944	1.14.14.1
10924	4.1.1.7
2667	1.1.1.176
2471	3.2.1.21
10975	1.14.14.1
15507	2.3.1.194
3718	1.14.13.50
6758	1.1.1.n11
15686	3.4.22.69
14091	-
11758	3.4.22.1
15673	3.4.22.28
15495	2.3.1.87
810	3.7.1.5
10299	3.5.1.23
8055	1.1.3.15
11807	3.4.11.19
7326	1.2.1.5
75	2.7.1.2
3002	1.3.99
4381	1.3.1.39
10629	1.1.1.149
12307	5.4.2.6
10192	3.1.1.28
16380	1.5.3
12117	3.1.4
14108	1.5.1.34
10425	3.1.2.6
15996	1.13.11.52
9599	3.6.1.15
11661	1.14.18.1
1085	1.2.1.79
286	4.3.2.3
8103	3.1.1.7
15370	3.4.11
802	4.99.1.1
15279	2.7.1
9836	3.1.1.1
1500	4.4.1.1
7321	1.8.3.1
9049	2.1.1.68
15179	1.1.1.42
15173	3.5.1.99
14348	6.2.1.13
14863	1.1.1.376
6930	1.2.1.24
7287	1.2.1.5
2622	5.1.1.7
10259	3.5.1.3
10044	3.1.1.1
8157	1.1.1.1
12011	5.1.1
15115	1.13.11.11
12981	1.2.98.1
10100	1.1.1.50
11099	1.17.4.1
6579	3.5.2.6
15154	1.11.1.21
14722	1.14.13
2233	5.3.99.3
13969	1.8.1.4
511	2.4.2.3
11426	-
10644	3.4.11
236	2.7.6.5
15229	2.8.2
10181	1.1.1.40
13352	1.14.14.1
7934	1.1.1.184
2406	6.3.2.1
15460	2.8.2.4
8115	2.8.2.3
2340	1.2.1.88
8190	3.2.1.1
7911	1.1.1.209
11919	3.4.21.39
1451	1.4.4.2 2.1.2.10 1.8.1.4
10713	3.4.21
10625	3.4.21
9812	2.7.1.40
13209	1.14.14.25
12933	3.4.11.15
6499	1.4.3.19
14552	-
10102	-
11847	3.4.17.1
10578	1.1.1.213
1293	1.1
12382	2.7.1.76
12809	3.1.2.23
5301	1.5.1
10338	3.5.2.6
148	2.7.1.40
1525	3.1.4.4
10620	2.7.7.49
4867	1.14.13.167
8034	1.1.1.50
12786	1.3.3.5
16269	4.1.99
15479	2.7.1.121
13523	2.4.1.187
16442	1.3.1.6
6578	3.1.2.20
7338	1.2.1.3
15434	2.7.1
6803	1.2.1.48
2874	3.1.3.76
9083	5.4.99.18
11026	3.4.22.10
2573	1.2.1.5
11515	1.1.1.50
14048	6.3.1.9
12676	2.1.1.319
15930	5.3.1.24
11227	2.7.1
742	3.1.3.1
13825	3.1.2
13386	-
13710	6.1.1.9
303	2.7.4.8
8027	1.1.1
10159	1.1.1.21
9575	2.7.1.1
11958	1.1.1.1
15737	3.4.11.9
13295	3.1.1.3
750	2.3.1.226
2874	-
1358	1.1.1.179
1074	2.6.1.9
14389	2.8.3.18
12466	-
9702	5.3.3
842	2.7.7.7
6856	4.1.1.74
2654	1.1.1.133
12230	3.1.1.25
9657	1.1.3.38
10548	3.1.1
4401	1.1.1.211
3697	5.5.1.1
7976	3.1.3.36
13632	1.1.1.2
16312	1.3.2
13602	3.1.1.81
13997	6.3.4.3
6887	1.2.1.3
964	3.1.3.104
14862	1.1.1.376
7050	1.1.1.50
1615	1.1.1.47
1654	1.1.1
2335	1.3.3.5
63	2.2.1.1
14618	1.14.14.43
4478	1.1.1.50
15339	2.7.7.77
1267	2.7.7.13
14839	1.13.11.54
1788	1.2.4.4 2.3.1.168 1.8.1.4
11230	2.3.1
11718	3.4.23.16
6662	1.5.99.12
16368	1.14.14
3056	2.3.1.107
12438	3.1.1.1
14208	1.11.1.16
10243	3.5.2.6
14691	3.2.1.151
83	2.7.4.25
2931	2.4.1.17
6792	1.2.1.26
14302	3.1.3.97
2326	1.4.3.4
11302	3.2.2.6
12948	2.4.2.6
917	3.5.1.1
13896	-
3548	1.1.1.272
15059	1.17.1.8
14452	2.3.1.118
10864	1.1.1.2
12427	3.1.1.1
11650	3.2.1.21
251	3.6.1.17
10546	3.1.2
11483	3.1.4.1
3364	1.1.1.324
1340	2.4.2.17
2255	1.2.1.11
6776	1.1.1.19
15108	1.13.11.52
10355	3.2.1.96
10256	3.5.1.3
105	6.4.1.1
8045	1.1.1.10
15968	1.3.5.2
11934	3.1.1.1
6935	1.5.1.6
2924	4.2.1.10
13435	6.3.2.30
10290	1.1.3.7
6859	4.1.1.74
975	2.1.4.1
10140	1.1.1.50
16083	1.14.13
12846	2.5.1.18
10301	3.5.1.23
7755	1.1.1.188
1969	1.4.9.1
619	4.1.2.38
10294	3.1.1.1
13662	3.4.21.59
7192	3.1.3.76
10587	3.4.13
16165	2.7.1.107
7755	1.1.1.184
12672	3.1.1.1
9803	5.1.1
7250	3.8.1.5
10948	1.14.14.1
13856	3.4.24.27
15208	3.4.21
12914	2.3.1.16
260	6.2.1.5
10472	1.3.8.4
1356	1.1.1.121
2456	1.2.1.39
6935	1.2.1.3
816	2.7.7.4
13508	3.1.2.2
12699	1.14.13
15633	2.3.1.51
9912	1.1.1
9723	3.4.13
9582	3.4.21.62
7997	1.1.1.n11
16148	4.2.99
13325	3.5.2.16
11543	1.1.1.151
2900	1.1.1.183
2459	3.5.1.11
4389	2.7.7.59
9994	1.1.1.218
15990	1.13.11.11
12658	3.4.11.10
2497	3.1.4.2
13805	7.4.2.5
9844	3.2.1.23
1074	2.6.1.57
12967	3.1.7.11
4834	2.7.8.26
11225	2.3.1
683	3.2.2.5
14976	2.1.1.68
588	4.2.1.47
1047	2.6.1.13
13157	3.2.1.122
7295	1.14.14.55
14485	3.4.24.18
12006	3.1.1.17
7725	1.5.3
86	2.4.2.9
6375	2.3.1.214
13501	4.1.99.14
11267	3.1.4.39
13656	3.2.1.74
1563	2.8.3.9
10246	3.5.2.6
301	3.6.1
14774	2.5.1.78
10864	1.1.1.62
13785	1.3.99.n1
9114	-
8127	2.8.2.3
683	2.3.1.286
7142	1.14.13
13492	-
10351	1.14.14.55
15542	2.1.2.1
11975	1.1.1.51
16198	2.6.1.57
7941	2.7.7.7
7109	3.1.4.12
6774	1.1.1.21
7882	1.1.1.112
15313	3.1.1
14694	3.2.1.21
10529	2.7.1.113
13193	3.2.1.21
13943	1.2.1.9
6729	1.1.1.2
4114	2.1.1.41
14124	3.1.1.88
2135	1.13.11.24
4192	3.1.3.67
10782	1.1.1.21
10322	1.17.3.2
14226	3.5.4.11
13058	1.2.1.4
15226	2.3.1.5
771	3.5.1.3
10545	3.1.1.1
7335	1.2.1.3
3118	1.2.1.3
7296	1.14.14.55
12401	3.4.11.19
4745	1.1.1.218
9931	3.2.1.23
15815	2.3.1.46
12454	3.2.1.122
12321	3.4.21.62
10548	3.1.1.1
2490	2.7.10.2
1962	4.1.1.8
13976	4.2.1.9
9930	1.1.1.50
15437	-
12926	2.7.7.4
15832	-
10654	3.4.21
9727	2.3.3.10
16049	-
12190	2.1.1.100
15508	4.2.3.56
14153	1.14.14.1
11590	4.3.1.24
4466	1.1.1.213
6983	1.11.1.14
15141	2.1.1.144
16223	3.6.1.52
15327	2.7.7.76
7726	4.3.2.1
12833	2.6.1.82
7788	1.1.1
11808	3.4.11.19
16062	2.7.7.48
14768	3.4.21.76
14270	1.1.99.36
13013	1.2.1.3
13630	2.4.1.19
4458	1.14.15.15
2033	2.4.1.73
10421	3.6.1.55
12446	3.2.1.122
15873	3.1.3.76
13481	3.4.21
1352	2.6.1.88
11929	3.1.1.13
16365	1.14.14 1.6.2
2701	1.1.1.146
4907	4.1.2.52
7840	2.1.1.148
15146	1.2.5.3
13017	2.4.99.8
16103	3.6.4.12
8113	1.1.3.4
14391	2.4.1.202
2507	4.2.1.80
6607	3.5.2.6
13305	1.14.14.156
11614	1.1.3.9
7197	6.3.2.2
6518	1.3.3.6
1116	2.7.1.1
9833	1.2.1.48
13781	1.1.1.210
15470	3.4.17.23
11325	1.3.8.7
10492	1.5.3.16
2857	2.7.7.1
14142	3.4.11.1
16137	3.4.22.69
12982	1.2.98.1
15733	1.1.1.370
14265	1.1.99.36
2087	2.6.1.49
3037	2.3.1.47
9613	6.3.2.4
13677	6.3.1.2
15747	4.3.2.3
10433	3.6.1.8
12424	3.1.1.1
10213	3.2.1.20
12901	1.1.1.50
6876	1.1.1.169
8561	2.5.1.78
10857	2.4.1.111
12473	-
14044	6.3.1.9
899	4.1.1.17
179	6.2.1.17
11368	2.3.1
9928	1.1.1
14647	2.1.2.11
13548	-
9540	2.4.1.15
9844	3.2.1.161
1626	3.2.1.74
1651	2.7.1.43
14739	1.1.1
15981	4.2.3.16
12010	5.1.1
4009	1.1.1.213
11193	1.11.1.1
15699	3.5.2.2
1264	3.6.1.21
10875	3.1.1.73
9697	2.7.4.14
11623	3.4.17.15
8893	6.3.4.18
14246	1.1.99.36
10771	1.1.1.1
16429	2.7.1.39
13274	3.5.1.18
863	1.3.1.6
1933	2.4.2.1
12402	3.3.2.6
1944	3.5.2.10
15422	2.7.4.9
1668	2.7.1.107
7702	1.6.3.1
2837	3.2.1.21
8093	1.1.1
570	1.1.3.4
14795	2.3.1
15043	1.10.5.1
9635	6.2.1.1
11674	3.5.1.1
15906	2.8.2.1
1183	1.1.5.3
171	3.1.2.1
14836	3.1
13246	3.2.1.161
14527	2.4.99.12 2.4.99.13
13944	1.2.1.9
13413	1.3.1.9
11496	1.3.8.1
10936	2.4.1.17
9717	1.4.3.3
15708	3.4.22.28
68	2.7.7.33
13394	3.4.22.56
11516	1.1.1.213
544	1.2.1.19
13213	1.14.14.25
277	2.7.1.26
15134	2.1.1.144
90	2.7.1.21
11097	1.1.1.2
11686	3.4.22.57
9780	3.5.1
15109	1.13.11.52
7840	1.5.1.3 2.1.1.45
746	4.3.1.15
10112	1.1.1.184
7907	1.1.1.209
4470	1.1.1.213
15605	2.3.1
7734	1.5.3.14
14634	-
4679	1.2.1.3
2857	2.7.7.18
15635	2.3.1.51
12297	2.3.1.23
2753	1.3.1.3
6709	1.14.11.2
11358	1.17.1.9
6877	1.1.1.169
13694	3.4.21.62
15318	2.7.7.76
9889	1.2.1.3
13470	-
2408	1.1.1.184
7735	1.5.3.14
9975	1.14.14.1
7029	3.5.1.23
11159	1.14.13
6422	1.1.1.282
15349	4.1.2.10
13866	3.4.24.27
1909	1.2.1.72
12913	2.3.1.16
12905	3.7.1.8
992	2.1.1.220
1408	1.3.1.9
7812	2.4.2.29
116	2.1.2.2
12991	2.4.2.28
14031	3.4.21
1788	1.2.4.4
14049	6.3.1.9
11417	-
9	2.7.1.40
7026	1.11.1.14
14447	3.4.11.7
15643	3.4.22.69
6752	1.1.1
1980	2.7.1.91
13564	1.14.14.1
13747	2.7.11.1
15800	1.10.3.2
11116	2.8.3.9
10491	1.3.5.2
7674	5.4.2.2
146	2.3.1.54
15784	1.10.3.2
10427	3.2.1.23
6786	1.2.1.5
1868	1.1.1.3
10719	1.8.1.9
12036	1.1.1
12028	2.5.1.31
15452	-
12097	1.1.1
15690	4.1.1.65
8080	1.1.1
14518	1.5.1.33
11721	3.4.23.4
15429	3.2.1.20
2173	2.6.1.42
15884	1.8.99
14528	2.4.1.327
5450	1.4.3.3
13359	1.3
6755	1.1.1.213
15924	-
3231	3.1.4.11
10428	3.6.1
665	1.16.3.1
9216	3.1.3.25
8749	3.1.3.25
109	3.1.1.31
2892	4.2.1.116
12350	3.2.1.21
1504	4.2.1.22
14104	2.5.1.104
12758	3.1.2.20
13979	2.3.1.135
12896	3.1.3
15476	2.7.1.121
13775	3.4.16.5
11031	1.1.1.357
13010	2.1.1
13924	3.4.21.7
7975	3.1.3.36
9828	3.4.11.2
9874	1.1.1
15209	3.4.21
14923	2.7.1.106
12696	2.1.1.142
10904	3.4.22.10
7313	3.5.1
11650	3.2.1.55
12903	1.1.1.50
185	2.7.7.31
2230	4.1.2.19
1926	1.8.3.4
8593	1.14.16.1
10281	1.17.4.1
14965	1.14.99.1
15500	-
3145	1.1.1.37
11770	3.5.2.6
15249	2.7.7.12
11871	4.4.1.5
10226	3.5.1.3
7705	4.1.2
11387	1.1.99.31
2539	1.1.1.45
7907	1.1.1.184
15563	2.3.1.159
6968	1.11.1.7
9663	3.1.2.20
12973	2.7.11.1
9948	1.13.11
1076	4.3.1.25
7232	1.1.1.103
15991	6.1.1.9
12701	1.1.1.2
10636	3.4.21
10839	2.3.1.9
16257	2.1.1.249
14794	2.3.1
171	-
13519	2.7.8.28
13923	-
15552	3.2.1.26
3860	1.1.1.213
7805	5.1.1.20
1943	2.1.1.2
6626	1.5.99.12
15788	1.10.3.2
1816	1.2.1.48
15902	2.5.1.9
14363	1.14.14.111
890	4.1.1.20
6969	3.2.1.37
16092	3.4.22.59
7950	-
10213	3.2.1.3
201	2.7.4.25
13878	1.14.14.1
11719	3.4.23.16
5225	3.6.1.27
12146	1.17.4.2
11723	3.4.21.6
6997	2.4.1.17
7048	2.5.1.48
481	2.7.1.74
13543	1.14.14.91
1875	4.1.3.39
4009	1.1.1.209
8922	1.8.1.14
10958	2.7.1.95
13374	3.5.1.88
7712	3.1.3.2
12584	3
15428	3.2.1.20
11439	1.11.1.7
13499	3.1.1
12161	3.1.4
12693	1.4.3.21
1324	1.1.1.2
15550	1.1.1.86
16457	2.3.1
1080	2.5.1.96
15244	2.7.11.1
11574	2.4.1.17
13338	1.14.14.1
4312	3.2.1.18
14464	2.4.1.126
6703	1.1.1.21
7072	1.14
15944	3.4.22.69
12093	1.1.1.209
15569	2.3.1.159
12987	2.4.2.28
7993	1.1.1.184
11849	4.2.1.36
6902	1.2.1.3
10020	1.1.1.283
6758	1.1.1.19
10595	3.2.1.70
13566	3.1.2.23
16510	1.6.5.5
6779	1.11.1
10580	3.4.13
15852	3.1.1.101
454	3.6.1.9
11367	2.7.1
10702	3.4.21
15269	2.7.1
8081	1.14.13
1498	1.3.8.8
2300	1.1.1.357
12309	2.1.1.142
15521	2.7.1.23
14613	1.14.14.43
99	2.7.1.30
11955	1.2.1.72
15948	3.1.2.2
10229	1.7.2.5
11252	2.7.1
9608	3.2.1.113
6573	3.1.2.22
6501	1.1.1
12442	3.2.1.122
15255	2.1.1.159
10265	3.1.4
10861	1.1.1.2
14201	2.6.1.30
11981	1.1.1.51
7110	3.8.1
7658	1.3.1.38
9714	5.3.3.8
14874	2.3.1.13
483	3.6.1.23
1972	3.5.1.78
12364	2.7.7
10202	1.2.1.47
13014	1.2.1.3
14962	5.3.99.4
9817	4.1.1.32
12616	2.7.1.172
866	4.1.3.30
3075	2.5.1.55
2309	3.1.1.11
1606	1.2.1.5
7093	1.7.3.1
16424	2.4.1.230
10035	3.4.22.40
13649	1.4.1.13
738	3.3.1.1
10043	1.4.3.2
13302	-
13006	3.4.16.4
3150	5.3.2.6
10664	1.1.1.27
6525	3.5.2.6
1147	3.2.1.20
11353	1.14.99.1
14832	2.3.1.195
8022	1.1.1.1
9766	3.1.1.74
7965	3.6.1.13
12340	3.7.1.8
7842	3.3.2.6
8028	1.1.1.184
15685	3.4.22.66
2221	2.3.1.20
6862	4.3.1
9902	1.1.1.26
9899	1.1.1
13240	4.2.1.119
14291	2.7.4.21
16129	1.8.1.16
6758	1.1.1.209
6558	3.2.1.20
6726	1.14.14.1
7272	1.1.1.121
7020	2.6.1.7
7886	4.2.2.13
12316	1.3.2.3
1076	4.3.1.24
14756	5.3.2.6
149	4.1.1.112
867	2.8.3.18
15278	2.7.1
10763	1.1.1.1
10457	3.2.1.23
82	2.7.4.10
15110	1.13.11.52
13327	3.5.2.2
3244	3.1.3.43
13481	3.4.21.74
12093	1.3.1.20
301	3.5.4.25
735	3.1.4.1 3.6.1.9
10821	1.1.1.21
8104	3.1.1.7
14057	6.3.1.9
251	3.6.1.55
10096	-
763	2.6.1.5
7916	4.2.2.13
11211	-
12918	2.1.1.128
203	6.3.4.16
15068	1.1.1.41
9564	2.7.1.1
6708	1.1.1.2
825	2.6.1.5
6510	1.1.1.184
11331	2.4.2.10
7749	2.7.1.11
825	2.6.1.39
1361	1.1.3.9
14466	2.4.1.126
14247	1.1.99.36
6509	1.1.1.47
14915	1.1.1.14
13030	3.2.1.18
731	4.1.1.19
14829	3.1.7.2
15723	-
13450	3.4.19.5
4937	2.5.1.46
10117	1.1.1.51
8122	3.5.1.16
11079	2.5.1.18
15783	1.10.3.2
6315	1.4.3.22
12407	3.1.1.43
1410	1.2.1.57
8000	1.3.1.39
267	2.3.3.3
10071	1.2.1.23
7955	1.4.9.1
7138	4.3.1
9736	3.1.1.7
11253	2.7.1
9596	3.5.3.1
7043	1.4.3.21
6746	3.1.2.20
11106	2.8.3.9
7062	2.5.1.18
2006	3.5.1.9
9883	1.1.1.184
1724	1.1.1.122
207	3.1.3.2
14616	-
11328	2.6.1.13
10465	1.11.1.13
15365	4.1.2.47
14507	1.1.1.283
6618	1.1.99.31
3370	2.1.1.175
12771	3.2.1.21
202	3.6.1.23
6996	2.6.1.7
7258	1.1.1.121
14157	2.3.1.20
2499	1.1.1.195
10957	2.7.1.95
12019	2.7.1.151
14748	2.7
11243	2.7.1
14535	-
13095	4.1.2
11571	1.1.1.213
16096	1.14.11.39
9787	6.3.4.6
6952	6.3.4.2
16506	6.3.5.3
11677	3.5.1.1
3673	6.2.1.33
6986	1.11.1.7
75	3.6.1
1071	4.2.1.91
12976	1.1.1.324
9561	2.7.1.40
295	-
2662	6.3.2.13
674	1.5.1
11831	3.4.22.2
11814	3.4.11.19
121	4.3.2.2
5806	2.5.1.21
11679	3.5.1.1
10248	3.5.1.3
12175	2.1.1.100
6849	3.4.21.89
1147	3.2.1.26
15469	3.4.11.1
13071	1.1.1.209
13686	2.7.11.12
553	1.1.1.78
11115	2.8.3.9
11672	3.5.1.1
15520	-
8105	3.5.1.11
14254	1.1.99.36
7057	1.2.3.1
13415	-
5206	4.2.1.42
7972	3.1.3.36
10562	3.1.1.2
118	6.3.3.1
9863	1.1.1.272
9896	3.5.2.6
13003	3.4.11.2
15405	-
10618	1.8.1.9
13708	-
15603	2.3.1
209	3.6.1.3
1626	3.2.1.21
15053	1.17.1.8
10224	3.5.1.3
3878	2.5.1.41
15527	1.14.14.1
10219	3.2.1.3
3092	2.5.1.23
16310	1.14.13.114
11382	3.6.1.11
10363	1.1.1.27
8147	2.8.2.3
11996	3.5.1.14
16152	1.14.16.4
11138	1.2.1.19
7234	1.1.1.103
13551	-
10827	1.1.1.21
7044	-
4404	1.1.1.35
7671	1.14.14.19
16244	6.3.2
56	2.7.1.40
5053	1.14.14
1614	1.1.1.47
7753	1.5.3.16
16181	1.14.14.1
15312	3.2.1.37
14062	6.3.1.9
11706	2.4.1.17
16342	1.5.1
12179	2.1.1.100
11654	1.14.18.1
11231	2.3.1
11514	1.1.1.213
3170	3.1.3.64
13972	-
10564	3.1.1.2
12062	-
13682	1.3.1.3
9695	3.2.1.18
10026	1.14.14.1
2020	1.1.1.36
10186	3.6.1.9
15607	2.3.1.206
5157	2.6.1.85
480	3.1.3.2
1574	1.13.11.27
15839	1.13.11.52
1291	3.5.99.7
7813	3.1.27.3
4907	4.1.2
75	5.6.1.8
10060	1.4.3.2
15628	4.2.1.131
762	3.5.1.2
4284	6.3.2.10
16207	1.10.3.9
9804	2.3.1
7148	1.3.1.34
16121	2.7.4.22
171	2.3.1.226
420	2.3.1.7
2983	2.7.11.18
11878	3.4.24.64
836	2.6.1.7
